lft_src,etngrp_src,oplniv_src,lft_dst,etngrp_dst,oplniv_dst,n
"[0,20)",Overig,1,"[0,20)",Surinaams,2,1400
"[0,20)",Overig,1,"[0,20)",Surinaams,3,20
"[0,20)",Overig,1,"[0,20)",Turks,1,15400
"[0,20)",Overig,1,"[0,20)",Turks,2,810
"[0,20)",Overig,1,"[20,30)",Autochtoon,1,3150
"[0,20)",Overig,1,"[20,30)",Autochtoon,2,21430
"[0,20)",Overig,1,"[20,30)",Autochtoon,3,32730
"[0,20)",Overig,1,"[20,30)",Marokkaans,1,2900
"[0,20)",Overig,1,"[20,30)",Marokkaans,2,9520
"[0,20)",Overig,1,"[20,30)",Marokkaans,3,8230
"[0,20)",Overig,1,"[20,30)",Overig,1,5710
"[0,20)",Overig,1,"[20,30)",Overig,2,20620
"[0,20)",Overig,1,"[20,30)",Overig,3,25710
"[0,20)",Overig,1,"[20,30)",Surinaams,1,2880
"[0,20)",Overig,1,"[20,30)",Surinaams,2,8900
"[0,20)",Overig,1,"[20,30)",Surinaams,3,2010
"[0,20)",Overig,1,"[20,30)",Turks,1,3450
"[0,20)",Overig,1,"[20,30)",Turks,2,5730
"[0,20)",Overig,1,"[20,30)",Turks,3,2190
"[0,20)",Overig,1,"[30,40)",Autochtoon,1,3230
"[0,20)",Overig,1,"[30,40)",Autochtoon,2,10610
