geslacht_src,etngrp_src,oplniv_src,geslacht_dst,etngrp_dst,oplniv_dst,n
Man,Marokkaans,1,Vrouw,Surinaams,3,3570
Man,Marokkaans,1,Vrouw,Turks,1,25750
Man,Marokkaans,1,Vrouw,Turks,2,8920
Man,Marokkaans,1,Vrouw,Turks,3,2390
Man,Marokkaans,2,Man,Autochtoon,1,11300
Man,Marokkaans,2,Man,Autochtoon,2,6960
Man,Marokkaans,2,Man,Autochtoon,3,8920
Man,Marokkaans,2,Man,Marokkaans,1,21090
Man,Marokkaans,2,Man,Marokkaans,2,7760
Man,Marokkaans,2,Man,Marokkaans,3,2140
Man,Marokkaans,2,Man,Overig,1,12030
Man,Marokkaans,2,Man,Overig,2,6690
Man,Marokkaans,2,Man,Overig,3,5290
Man,Marokkaans,2,Man,Surinaams,1,3550
Man,Marokkaans,2,Man,Surinaams,2,2380
Man,Marokkaans,2,Man,Surinaams,3,600
Man,Marokkaans,2,Man,Turks,1,8710
Man,Marokkaans,2,Man,Turks,2,3740
Man,Marokkaans,2,Man,Turks,3,1120
Man,Marokkaans,2,Vrouw,Autochtoon,1,12600
Man,Marokkaans,2,Vrouw,Autochtoon,2,6700
Man,Marokkaans,2,Vrouw,Autochtoon,3,9200
Man,Marokkaans,2,Vrouw,Marokkaans,1,20040
Man,Marokkaans,2,Vrouw,Marokkaans,2,8230
Man,Marokkaans,2,Vrouw,Marokkaans,3,2440
Man,Marokkaans,2,Vrouw,Overig,1,11920
Man,Marokkaans,2,Vrouw,Overig,2,8860
Man,Marokkaans,2,Vrouw,Overig,3,5250
Man,Marokkaans,2,Vrouw,Surinaams,1,4080
Man,Marokkaans,2,Vrouw,Surinaams,2,3560
Man,Marokkaans,2,Vrouw,Surinaams,3,1320
Man,Marokkaans,2,Vrouw,Turks,1,8530
Man,Marokkaans,2,Vrouw,Turks,2,3250
Man,Marokkaans,2,Vrouw,Turks,3,1000
Man,Marokkaans,3,Man,Autochtoon,1,3680
Man,Marokkaans,3,Man,Autochtoon,2,2640
Man,Marokkaans,3,Man,Autochtoon,3,3310
Man,Marokkaans,3,Man,Marokkaans,1,5670
Man,Marokkaans,3,Man,Marokkaans,2,2120
Man,Marokkaans,3,Man,Marokkaans,3,990
Man,Marokkaans,3,Man,Overig,1,3490
Man,Marokkaans,3,Man,Overig,2,1970
Man,Marokkaans,3,Man,Overig,3,3540
Man,Marokkaans,3,Man,Surinaams,1,890
Man,Marokkaans,3,Man,Surinaams,2,780
Man,Marokkaans,3,Man,Surinaams,3,270
Man,Marokkaans,3,Man,Turks,1,2260
Man,Marokkaans,3,Man,Turks,2,1020
Man,Marokkaans,3,Man,Turks,3,350
Man,Marokkaans,3,Vrouw,Autochtoon,1,3760
Man,Marokkaans,3,Vrouw,Autochtoon,2,2020
Man,Marokkaans,3,Vrouw,Autochtoon,3,3800
Man,Marokkaans,3,Vrouw,Marokkaans,1,4850
Man,Marokkaans,3,Vrouw,Marokkaans,2,2480
Man,Marokkaans,3,Vrouw,Marokkaans,3,1850
Man,Marokkaans,3,Vrouw,Overig,1,3520
Man,Marokkaans,3,Vrouw,Overig,2,2060
Man,Marokkaans,3,Vrouw,Overig,3,2140
Man,Marokkaans,3,Vrouw,Surinaams,1,890
Man,Marokkaans,3,Vrouw,Surinaams,2,1070
Man,Marokkaans,3,Vrouw,Surinaams,3,460
Man,Marokkaans,3,Vrouw,Turks,1,2100
Man,Marokkaans,3,Vrouw,Turks,2,980
Man,Marokkaans,3,Vrouw,Turks,3,380
Man,Overig,1,Man,Autochtoon,1,55070
Man,Overig,1,Man,Autochtoon,2,49950
Man,Overig,1,Man,Autochtoon,3,72690
Man,Overig,1,Man,Marokkaans,1,30550
Man,Overig,1,Man,Marokkaans,2,11940
Man,Overig,1,Man,Marokkaans,3,3600
Man,Overig,1,Man,Overig,1,66440
Man,Overig,1,Man,Overig,2,38940
Man,Overig,1,Man,Overig,3,35740
Man,Overig,1,Man,Surinaams,1,20440
Man,Overig,1,Man,Surinaams,2,13840
Man,Overig,1,Man,Surinaams,3,5470
Man,Overig,1,Man,Turks,1,15180
Man,Overig,1,Man,Turks,2,6660
Man,Overig,1,Man,Turks,3,4240
Man,Overig,1,Vrouw,Autochtoon,1,55520
Man,Overig,1,Vrouw,Autochtoon,2,52700
Man,Overig,1,Vrouw,Autochtoon,3,87250
Man,Overig,1,Vrouw,Marokkaans,1,30520
Man,Overig,1,Vrouw,Marokkaans,2,11360
Man,Overig,1,Vrouw,Marokkaans,3,8960
Man,Overig,1,Vrouw,Overig,1,145940
Man,Overig,1,Vrouw,Overig,2,42490
Man,Overig,1,Vrouw,Overig,3,43920
Man,Overig,1,Vrouw,Surinaams,1,19390
Man,Overig,1,Vrouw,Surinaams,2,20020
Man,Overig,1,Vrouw,Surinaams,3,8490
Man,Overig,1,Vrouw,Turks,1,16560
Man,Overig,1,Vrouw,Turks,2,6640
Man,Overig,1,Vrouw,Turks,3,2560
Man,Overig,2,Man,Autochtoon,1,38240
Man,Overig,2,Man,Autochtoon,2,39170
Man,Overig,2,Man,Autochtoon,3,56760
Man,Overig,2,Man,Marokkaans,1,17830
Man,Overig,2,Man,Marokkaans,2,6540
Man,Overig,2,Man,Marokkaans,3,1940
Man,Overig,2,Man,Overig,1,38990
Man,Overig,2,Man,Overig,2,47670
Man,Overig,2,Man,Overig,3,39830
Man,Overig,2,Man,Surinaams,1,10350
Man,Overig,2,Man,Surinaams,2,9490
Man,Overig,2,Man,Surinaams,3,3910
Man,Overig,2,Man,Turks,1,10790
Man,Overig,2,Man,Turks,2,5230
Man,Overig,2,Man,Turks,3,4090
Man,Overig,2,Vrouw,Autochtoon,1,33650
Man,Overig,2,Vrouw,Autochtoon,2,29600
Man,Overig,2,Vrouw,Autochtoon,3,63550
Man,Overig,2,Vrouw,Marokkaans,1,15550
Man,Overig,2,Vrouw,Marokkaans,2,7150
Man,Overig,2,Vrouw,Marokkaans,3,3020
Man,Overig,2,Vrouw,Overig,1,41120
Man,Overig,2,Vrouw,Overig,2,22310
Man,Overig,2,Vrouw,Overig,3,36790
Man,Overig,2,Vrouw,Surinaams,1,10450
Man,Overig,2,Vrouw,Surinaams,2,11660
Man,Overig,2,Vrouw,Surinaams,3,6280
Man,Overig,2,Vrouw,Turks,1,13850
Man,Overig,2,Vrouw,Turks,2,3870
Man,Overig,2,Vrouw,Turks,3,1280
Man,Overig,3,Man,Autochtoon,1,53430
Man,Overig,3,Man,Autochtoon,2,57750
Man,Overig,3,Man,Autochtoon,3,148970
Man,Overig,3,Man,Marokkaans,1,11670
Man,Overig,3,Man,Marokkaans,2,4910
Man,Overig,3,Man,Marokkaans,3,3570
Man,Overig,3,Man,Overig,1,36380
Man,Overig,3,Man,Overig,2,39760
Man,Overig,3,Man,Overig,3,5331020
Man,Overig,3,Man,Surinaams,1,8090
Man,Overig,3,Man,Surinaams,2,6570
Man,Overig,3,Man,Surinaams,3,4630
Man,Overig,3,Man,Turks,1,10290
Man,Overig,3,Man,Turks,2,3010
Man,Overig,3,Man,Turks,3,2320
Man,Overig,3,Vrouw,Autochtoon,1,56930
Man,Overig,3,Vrouw,Autochtoon,2,49640
Man,Overig,3,Vrouw,Autochtoon,3,138750
Man,Overig,3,Vrouw,Marokkaans,1,11300
Man,Overig,3,Vrouw,Marokkaans,2,4710
Man,Overig,3,Vrouw,Marokkaans,3,2810
Man,Overig,3,Vrouw,Overig,1,43390
Man,Overig,3,Vrouw,Overig,2,27760
Man,Overig,3,Vrouw,Overig,3,349680
Man,Overig,3,Vrouw,Surinaams,1,6320
Man,Overig,3,Vrouw,Surinaams,2,11230
Man,Overig,3,Vrouw,Surinaams,3,4870
Man,Overig,3,Vrouw,Turks,1,8860
Man,Overig,3,Vrouw,Turks,2,3240
Man,Overig,3,Vrouw,Turks,3,5880
Man,Surinaams,1,Man,Autochtoon,1,17270
Man,Surinaams,1,Man,Autochtoon,2,12060
Man,Surinaams,1,Man,Autochtoon,3,12060
Man,Surinaams,1,Man,Marokkaans,1,10780
Man,Surinaams,1,Man,Marokkaans,2,3710
Man,Surinaams,1,Man,Marokkaans,3,900
Man,Surinaams,1,Man,Overig,1,20550
Man,Surinaams,1,Man,Overig,2,13160
Man,Surinaams,1,Man,Overig,3,8560
Man,Surinaams,1,Man,Surinaams,1,12680
Man,Surinaams,1,Man,Surinaams,2,9430
Man,Surinaams,1,Man,Surinaams,3,2250
Man,Surinaams,1,Man,Turks,1,5040
Man,Surinaams,1,Man,Turks,2,2460
Man,Surinaams,1,Man,Turks,3,710
Man,Surinaams,1,Vrouw,Autochtoon,1,15330
Man,Surinaams,1,Vrouw,Autochtoon,2,10130
Man,Surinaams,1,Vrouw,Autochtoon,3,13240
Man,Surinaams,1,Vrouw,Marokkaans,1,8950
Man,Surinaams,1,Vrouw,Marokkaans,2,3610
Man,Surinaams,1,Vrouw,Marokkaans,3,1260
Man,Surinaams,1,Vrouw,Overig,1,21450
Man,Surinaams,1,Vrouw,Overig,2,14100
Man,Surinaams,1,Vrouw,Overig,3,8810
Man,Surinaams,1,Vrouw,Surinaams,1,11630
Man,Surinaams,1,Vrouw,Surinaams,2,11710
Man,Surinaams,1,Vrouw,Surinaams,3,4370
Man,Surinaams,1,Vrouw,Turks,1,5370
Man,Surinaams,1,Vrouw,Turks,2,1590
Man,Surinaams,1,Vrouw,Turks,3,600
Man,Surinaams,2,Man,Autochtoon,1,10560
Man,Surinaams,2,Man,Autochtoon,2,9020
Man,Surinaams,2,Man,Autochtoon,3,11230
Man,Surinaams,2,Man,Marokkaans,1,6810
Man,Surinaams,2,Man,Marokkaans,2,2530
Man,Surinaams,2,Man,Marokkaans,3,790
Man,Surinaams,2,Man,Overig,1,14190
Man,Surinaams,2,Man,Overig,2,10660
Man,Surinaams,2,Man,Overig,3,7580
Man,Surinaams,2,Man,Surinaams,1,9260
Man,Surinaams,2,Man,Surinaams,2,6990
Man,Surinaams,2,Man,Surinaams,3,2460
Man,Surinaams,2,Man,Turks,1,3550
Man,Surinaams,2,Man,Turks,2,2170
Man,Surinaams,2,Man,Turks,3,440
Man,Surinaams,2,Vrouw,Autochtoon,1,10350
Man,Surinaams,2,Vrouw,Autochtoon,2,7640
Man,Surinaams,2,Vrouw,Autochtoon,3,11330
Man,Surinaams,2,Vrouw,Marokkaans,1,6450
Man,Surinaams,2,Vrouw,Marokkaans,2,2350
Man,Surinaams,2,Vrouw,Marokkaans,3,1050
Man,Surinaams,2,Vrouw,Overig,1,15130
Man,Surinaams,2,Vrouw,Overig,2,9260
Man,Surinaams,2,Vrouw,Overig,3,7780
Man,Surinaams,2,Vrouw,Surinaams,1,8190
Man,Surinaams,2,Vrouw,Surinaams,2,8190
Man,Surinaams,2,Vrouw,Surinaams,3,3420
Man,Surinaams,2,Vrouw,Turks,1,3870
Man,Surinaams,2,Vrouw,Turks,2,1360
Man,Surinaams,2,Vrouw,Turks,3,520
Man,Surinaams,3,Man,Autochtoon,1,4610
Man,Surinaams,3,Man,Autochtoon,2,5010
Man,Surinaams,3,Man,Autochtoon,3,7060
Man,Surinaams,3,Man,Marokkaans,1,1530
Man,Surinaams,3,Man,Marokkaans,2,630
Man,Surinaams,3,Man,Marokkaans,3,260
Man,Surinaams,3,Man,Overig,1,4290
Man,Surinaams,3,Man,Overig,2,4230
Man,Surinaams,3,Man,Overig,3,4860
Man,Surinaams,3,Man,Surinaams,1,2260
Man,Surinaams,3,Man,Surinaams,2,2470
Man,Surinaams,3,Man,Surinaams,3,810
Man,Surinaams,3,Man,Turks,1,930
Man,Surinaams,3,Man,Turks,2,470
Man,Surinaams,3,Man,Turks,3,150
Man,Surinaams,3,Vrouw,Autochtoon,1,4740
Man,Surinaams,3,Vrouw,Autochtoon,2,4010
Man,Surinaams,3,Vrouw,Autochtoon,3,7050
Man,Surinaams,3,Vrouw,Marokkaans,1,1530
Man,Surinaams,3,Vrouw,Marokkaans,2,670
Man,Surinaams,3,Vrouw,Marokkaans,3,320
Man,Surinaams,3,Vrouw,Overig,1,4830
Man,Surinaams,3,Vrouw,Overig,2,3560
Man,Surinaams,3,Vrouw,Overig,3,4050
Man,Surinaams,3,Vrouw,Surinaams,1,1870
Man,Surinaams,3,Vrouw,Surinaams,2,2110
Man,Surinaams,3,Vrouw,Surinaams,3,1540
Man,Surinaams,3,Vrouw,Turks,1,690
Man,Surinaams,3,Vrouw,Turks,2,370
Man,Surinaams,3,Vrouw,Turks,3,210
Man,Turks,1,Man,Autochtoon,1,14260
Man,Turks,1,Man,Autochtoon,2,10340
Man,Turks,1,Man,Autochtoon,3,10120
Man,Turks,1,Man,Marokkaans,1,24780
Man,Turks,1,Man,Marokkaans,2,8490
Man,Turks,1,Man,Marokkaans,3,2370
Man,Turks,1,Man,Overig,1,14900
Man,Turks,1,Man,Overig,2,11000
Man,Turks,1,Man,Overig,3,10460
Man,Turks,1,Man,Surinaams,1,5380
Man,Turks,1,Man,Surinaams,2,3350
Man,Turks,1,Man,Surinaams,3,870
Man,Turks,1,Man,Turks,1,17800
Man,Turks,1,Man,Turks,2,8160
Man,Turks,1,Man,Turks,3,2000
Man,Turks,1,Vrouw,Autochtoon,1,14630
Man,Turks,1,Vrouw,Autochtoon,2,9840
Man,Turks,1,Vrouw,Autochtoon,3,11300
Man,Turks,1,Vrouw,Marokkaans,1,25130
Man,Turks,1,Vrouw,Marokkaans,2,8030
Man,Turks,1,Vrouw,Marokkaans,3,2550
Man,Turks,1,Vrouw,Overig,1,16450
Man,Turks,1,Vrouw,Overig,2,9100
Man,Turks,1,Vrouw,Overig,3,9160
Man,Turks,1,Vrouw,Surinaams,1,4340
Man,Turks,1,Vrouw,Surinaams,2,4460
Man,Turks,1,Vrouw,Surinaams,3,1570
Man,Turks,1,Vrouw,Turks,1,18340
Man,Turks,1,Vrouw,Turks,2,7660
Man,Turks,1,Vrouw,Turks,3,1720
Man,Turks,2,Man,Autochtoon,1,6430
Man,Turks,2,Man,Autochtoon,2,4940
Man,Turks,2,Man,Autochtoon,3,6010
Man,Turks,2,Man,Marokkaans,1,9540
Man,Turks,2,Man,Marokkaans,2,3710
Man,Turks,2,Man,Marokkaans,3,960
Man,Turks,2,Man,Overig,1,6850
Man,Turks,2,Man,Overig,2,5450
Man,Turks,2,Man,Overig,3,3030
Man,Turks,2,Man,Surinaams,1,2440
Man,Turks,2,Man,Surinaams,2,2450
Man,Turks,2,Man,Surinaams,3,440
Man,Turks,2,Man,Turks,1,8000
Man,Turks,2,Man,Turks,2,3700
Man,Turks,2,Man,Turks,3,990
Man,Turks,2,Vrouw,Autochtoon,1,8610
Man,Turks,2,Vrouw,Autochtoon,2,4880
Man,Turks,2,Vrouw,Autochtoon,3,5970
Man,Turks,2,Vrouw,Marokkaans,1,9680
Man,Turks,2,Vrouw,Marokkaans,2,3520
Man,Turks,2,Vrouw,Marokkaans,3,2010
Man,Turks,2,Vrouw,Overig,1,6890
Man,Turks,2,Vrouw,Overig,2,3390
Man,Turks,2,Vrouw,Overig,3,2880
Man,Turks,2,Vrouw,Surinaams,1,2150
Man,Turks,2,Vrouw,Surinaams,2,2640
Man,Turks,2,Vrouw,Surinaams,3,910
Man,Turks,2,Vrouw,Turks,1,12540
Man,Turks,2,Vrouw,Turks,2,2890
Man,Turks,2,Vrouw,Turks,3,1470
Man,Turks,3,Man,Autochtoon,1,2900
Man,Turks,3,Man,Autochtoon,2,2350
Man,Turks,3,Man,Autochtoon,3,4390
Man,Turks,3,Man,Marokkaans,1,2580
Man,Turks,3,Man,Marokkaans,2,1100
Man,Turks,3,Man,Marokkaans,3,320
Man,Turks,3,Man,Overig,1,4290
Man,Turks,3,Man,Overig,2,4060
Man,Turks,3,Man,Overig,3,2300
Man,Turks,3,Man,Surinaams,1,790
Man,Turks,3,Man,Surinaams,2,480
Man,Turks,3,Man,Surinaams,3,190
Man,Turks,3,Man,Turks,1,1990
Man,Turks,3,Man,Turks,2,990
Man,Turks,3,Man,Turks,3,300
Man,Turks,3,Vrouw,Autochtoon,1,3020
Man,Turks,3,Vrouw,Autochtoon,2,2140
Man,Turks,3,Vrouw,Autochtoon,3,3600
Man,Turks,3,Vrouw,Marokkaans,1,2820
Man,Turks,3,Vrouw,Marokkaans,2,890
Man,Turks,3,Vrouw,Marokkaans,3,420
Man,Turks,3,Vrouw,Overig,1,2800
Man,Turks,3,Vrouw,Overig,2,2560
Man,Turks,3,Vrouw,Overig,3,2890
Man,Turks,3,Vrouw,Surinaams,1,360
Man,Turks,3,Vrouw,Surinaams,2,580
Man,Turks,3,Vrouw,Surinaams,3,300
Man,Turks,3,Vrouw,Turks,1,1520
Man,Turks,3,Vrouw,Turks,2,720
Man,Turks,3,Vrouw,Turks,3,330
Vrouw,Autochtoon,1,Man,Autochtoon,1,95370
Vrouw,Autochtoon,1,Man,Autochtoon,2,67850
Vrouw,Autochtoon,1,Man,Autochtoon,3,110800
Vrouw,Autochtoon,1,Man,Marokkaans,1,27250
Vrouw,Autochtoon,1,Man,Marokkaans,2,13330
Vrouw,Autochtoon,1,Man,Marokkaans,3,3650
Vrouw,Autochtoon,1,Man,Overig,1,57240
Vrouw,Autochtoon,1,Man,Overig,2,37660
Vrouw,Autochtoon,1,Man,Overig,3,57120
Vrouw,Autochtoon,1,Man,Surinaams,1,14680
Vrouw,Autochtoon,1,Man,Surinaams,2,10210
Vrouw,Autochtoon,1,Man,Surinaams,3,4580
Vrouw,Autochtoon,1,Man,Turks,1,14890
Vrouw,Autochtoon,1,Man,Turks,2,8510
Vrouw,Autochtoon,1,Man,Turks,3,3060
Vrouw,Autochtoon,1,Vrouw,Autochtoon,1,95230
Vrouw,Autochtoon,1,Vrouw,Autochtoon,2,61990
Vrouw,Autochtoon,1,Vrouw,Autochtoon,3,119360
Vrouw,Autochtoon,1,Vrouw,Marokkaans,1,27470
Vrouw,Autochtoon,1,Vrouw,Marokkaans,2,10040
Vrouw,Autochtoon,1,Vrouw,Marokkaans,3,4930
Vrouw,Autochtoon,1,Vrouw,Overig,1,62610
Vrouw,Autochtoon,1,Vrouw,Overig,2,33920
Vrouw,Autochtoon,1,Vrouw,Overig,3,56590
Vrouw,Autochtoon,1,Vrouw,Surinaams,1,14340
Vrouw,Autochtoon,1,Vrouw,Surinaams,2,14540
Vrouw,Autochtoon,1,Vrouw,Surinaams,3,7000
Vrouw,Autochtoon,1,Vrouw,Turks,1,14990
Vrouw,Autochtoon,1,Vrouw,Turks,2,6240
Vrouw,Autochtoon,1,Vrouw,Turks,3,2870
Vrouw,Autochtoon,2,Man,Autochtoon,1,59870
Vrouw,Autochtoon,2,Man,Autochtoon,2,58350
Vrouw,Autochtoon,2,Man,Autochtoon,3,96930
Vrouw,Autochtoon,2,Man,Marokkaans,1,16850
Vrouw,Autochtoon,2,Man,Marokkaans,2,6980
Vrouw,Autochtoon,2,Man,Marokkaans,3,2170
Vrouw,Autochtoon,2,Man,Overig,1,41570
Vrouw,Autochtoon,2,Man,Overig,2,31210
Vrouw,Autochtoon,2,Man,Overig,3,51470
Vrouw,Autochtoon,2,Man,Surinaams,1,9620
Vrouw,Autochtoon,2,Man,Surinaams,2,7610
Vrouw,Autochtoon,2,Man,Surinaams,3,3760
Vrouw,Autochtoon,2,Man,Turks,1,9300
Vrouw,Autochtoon,2,Man,Turks,2,4840
Vrouw,Autochtoon,2,Man,Turks,3,2230
Vrouw,Autochtoon,2,Vrouw,Autochtoon,1,58180
Vrouw,Autochtoon,2,Vrouw,Autochtoon,2,58180
Vrouw,Autochtoon,2,Vrouw,Autochtoon,3,99820
Vrouw,Autochtoon,2,Vrouw,Marokkaans,1,15520
Vrouw,Autochtoon,2,Vrouw,Marokkaans,2,6540
Vrouw,Autochtoon,2,Vrouw,Marokkaans,3,2920
Vrouw,Autochtoon,2,Vrouw,Overig,1,35320
Vrouw,Autochtoon,2,Vrouw,Overig,2,33400
Vrouw,Autochtoon,2,Vrouw,Overig,3,54260
Vrouw,Autochtoon,2,Vrouw,Surinaams,1,8750
Vrouw,Autochtoon,2,Vrouw,Surinaams,2,11690
Vrouw,Autochtoon,2,Vrouw,Surinaams,3,5550
Vrouw,Autochtoon,2,Vrouw,Turks,1,8460
Vrouw,Autochtoon,2,Vrouw,Turks,2,4970
Vrouw,Autochtoon,2,Vrouw,Turks,3,2120
Vrouw,Autochtoon,3,Man,Autochtoon,1,121380
Vrouw,Autochtoon,3,Man,Autochtoon,2,118680
Vrouw,Autochtoon,3,Man,Autochtoon,3,263660
Vrouw,Autochtoon,3,Man,Marokkaans,1,21160
Vrouw,Autochtoon,3,Man,Marokkaans,2,9400
Vrouw,Autochtoon,3,Man,Marokkaans,3,3990
Vrouw,Autochtoon,3,Man,Overig,1,75420
Vrouw,Autochtoon,3,Man,Overig,2,65130
Vrouw,Autochtoon,3,Man,Overig,3,140680
Vrouw,Autochtoon,3,Man,Surinaams,1,13070
Vrouw,Autochtoon,3,Man,Surinaams,2,11540
Vrouw,Autochtoon,3,Man,Surinaams,3,7620
Vrouw,Autochtoon,3,Man,Turks,1,11800
Vrouw,Autochtoon,3,Man,Turks,2,6080
Vrouw,Autochtoon,3,Man,Turks,3,3820
Vrouw,Autochtoon,3,Vrouw,Autochtoon,1,118850
Vrouw,Autochtoon,3,Vrouw,Autochtoon,2,99660
Vrouw,Autochtoon,3,Vrouw,Autochtoon,3,292290
Vrouw,Autochtoon,3,Vrouw,Marokkaans,1,22020
