etngrp_src,lft_src,oplniv_src,etngrp_dst,lft_dst,oplniv_dst,n
Autochtoon,"[0,20)",2,Autochtoon,"[40,50)",1,500
Autochtoon,"[0,20)",2,Autochtoon,"[40,50)",2,1490
Autochtoon,"[0,20)",2,Autochtoon,"[40,50)",3,2110
Autochtoon,"[0,20)",2,Autochtoon,"[50,60)",1,940
Autochtoon,"[0,20)",2,Autochtoon,"[50,60)",2,1620
Autochtoon,"[0,20)",2,Autochtoon,"[50,60)",3,1310
Autochtoon,"[0,20)",2,Autochtoon,"[60,70)",1,380
Autochtoon,"[0,20)",2,Autochtoon,"[60,70)",2,640
Autochtoon,"[0,20)",2,Autochtoon,"[60,70)",3,500
Autochtoon,"[0,20)",2,Marokkaans,"[0,20)",1,4230
Autochtoon,"[0,20)",2,Marokkaans,"[0,20)",2,6650
Autochtoon,"[0,20)",2,Marokkaans,"[20,30)",1,520
Autochtoon,"[0,20)",2,Marokkaans,"[20,30)",2,6430
Autochtoon,"[0,20)",2,Marokkaans,"[20,30)",3,460
Autochtoon,"[0,20)",2,Marokkaans,"[30,40)",1,220
Autochtoon,"[0,20)",2,Marokkaans,"[30,40)",2,870
Autochtoon,"[0,20)",2,Marokkaans,"[30,40)",3,210
Autochtoon,"[0,20)",2,Marokkaans,"[40,50)",1,200
Autochtoon,"[0,20)",2,Marokkaans,"[40,50)",2,260
Autochtoon,"[0,20)",2,Marokkaans,"[40,50)",3,90
Autochtoon,"[0,20)",2,Marokkaans,"[50,60)",1,110
Autochtoon,"[0,20)",2,Marokkaans,"[50,60)",2,120
Autochtoon,"[0,20)",2,Marokkaans,"[60,70)",1,10
Autochtoon,"[0,20)",2,Overig,"[0,20)",1,5870
Autochtoon,"[0,20)",2,Overig,"[0,20)",2,28200
Autochtoon,"[0,20)",2,Overig,"[0,20)",3,260
Autochtoon,"[0,20)",2,Overig,"[20,30)",1,1310
Autochtoon,"[0,20)",2,Overig,"[20,30)",2,39810
Autochtoon,"[0,20)",2,Overig,"[20,30)",3,4270
Autochtoon,"[0,20)",2,Overig,"[30,40)",1,2010
Autochtoon,"[0,20)",2,Overig,"[30,40)",2,3280
Autochtoon,"[0,20)",2,Overig,"[30,40)",3,2030
Autochtoon,"[0,20)",2,Overig,"[40,50)",1,660
Autochtoon,"[0,20)",2,Overig,"[40,50)",2,940
Autochtoon,"[0,20)",2,Overig,"[40,50)",3,920
Autochtoon,"[0,20)",2,Overig,"[50,60)",1,530
Autochtoon,"[0,20)",2,Overig,"[50,60)",2,790
Autochtoon,"[0,20)",2,Overig,"[50,60)",3,620
Autochtoon,"[0,20)",2,Overig,"[60,70)",1,440
Autochtoon,"[0,20)",2,Overig,"[60,70)",2,240
Autochtoon,"[0,20)",2,Overig,"[60,70)",3,200
Autochtoon,"[0,20)",2,Surinaams,"[0,20)",1,2390
Autochtoon,"[0,20)",2,Surinaams,"[0,20)",2,4470
Autochtoon,"[0,20)",2,Surinaams,"[0,20)",3,10
Autochtoon,"[0,20)",2,Surinaams,"[20,30)",1,620
Autochtoon,"[0,20)",2,Surinaams,"[20,30)",2,6490
Autochtoon,"[0,20)",2,Surinaams,"[20,30)",3,460
Autochtoon,"[0,20)",2,Surinaams,"[30,40)",1,270
Autochtoon,"[0,20)",2,Surinaams,"[30,40)",2,910
